Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Chevrolet,2015,120000,Diesel,Manual,First,13.58,2499,72.4,10,434000
Hyundai,2016,39000,Diesel,Manual,First,21.38,1396,88.7,5,825000
Ford,2015,80000,Diesel,Manual,First,25.83,1498,99,5,480000
Ford,2018,12000,Diesel,Automatic,First,10.91,3198,197,7,3250000
Toyota,2016,65000,Diesel,Manual,First,12.99,2494,100.6,8,1000000
Tata,2010,65000,Petrol,Manual,First,15.64,1193,64.1,5,290000
Hyundai,2015,160000,Diesel,Manual,Second,22.54,1396,88.73,5,550000
Maruti,2017,30000,CNG,Manual,First,21.94,1196,63,5,390000
Hyundai,2016,70000,Petrol,Manual,First,18.9,1197,82,5,480000
Honda,2017,50000,Petrol,Manual,First,18.5,1198,86.8,5,400000
Maruti,2017,35000,Diesel,Manual,Second,25.2,1248,74,5,640000
Maruti,2013,57000,Diesel,Manual,First,22.9,1248,74,5,380000
Honda,2019,3100,Petrol,Automatic,First,18.2,1199,88.7,5,750000
Jaguar,2014,51000,Diesel,Automatic,First,14.74,2993,270.9,5,2000000
Maruti,2012,80000,Petrol,Manual,First,18.9,998,67.1,5,225000
Ford,2013,110000,Diesel,Manual,First,20,1399,68.1,5,250000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Ford,2012,70000,Diesel,Manual,Second,20,1399,68,5,300000
Ford,2017,60000,Diesel,Manual,First,22.77,1498,98.59,5,700000
Maruti,2013,77000,Diesel,Manual,First,21.1,1248,73.9,5,390000
Volkswagen,2012,61100,Diesel,Automatic,First,14.3,1968,140,5,799000
Mahindra,2013,40000,Diesel,Automatic,First,11.18,2696,184,7,1000000
Skoda,2012,116000,Petrol,Manual,First,15,1598,103.5,5,385000
Hyundai,2011,70000,Petrol,Manual,First,16.36,1495,93.7,5,180000
Hyundai,2010,120000,Diesel,Manual,Second,16.2,1493,110,5,195000
Tata,2014,45000,Diesel,Manual,First,19.09,1405,69.01,5,300000
Mahindra,2005,80000,Diesel,Manual,First,13.6,2523,63,7,250000
Hyundai,2014,70000,Petrol,Manual,Second,18.6,1197,81.83,5,590000
Volkswagen,2012,200000,Diesel,Manual,First,22.07,1199,73.9,5,240000
Maruti,2014,50000,Petrol,Manual,First,23.1,998,67.04,5,320000
Hyundai,2016,25000,Petrol,Manual,First,17.01,1591,121.3,5,749000
Maruti,2015,19800,Petrol,Manual,First,15.37,1196,73,7,300000
Hyundai,2012,330000,Petrol,Manual,Second,13.44,2359,198.25,5,550000
Jeep,2017,50000,Diesel,Manual,First,17.1,1956,170,5,1650000
Renault,2017,34000,Petrol,Manual,First,25.17,799,53.3,5,350000
Maruti,2006,102000,Petrol,Manual,Third,16.1,1298,88.2,5,215000
Maruti,2018,17000,Petrol,Manual,First,21.01,1197,81.8,5,775000
Mahindra,2015,60000,Diesel,Manual,First,15.96,2523,62.1,7,515000
Hyundai,2017,42000,Petrol,Manual,First,15.29,1591,121.3,5,875000
Audi,2017,70000,Diesel,Automatic,First,20.38,1968,143,5,2600000
Ford,2012,40000,Diesel,Manual,First,20,1399,68,5,250000
Hyundai,2018,29000,Diesel,Manual,First,24,1186,73.97,5,700000
Maruti,2011,18500,Petrol,Manual,First,18.5,1197,85.8,5,229999
Ford,2011,110000,Diesel,Manual,Second,17.8,1399,68,5,260000
Hyundai,2012,100000,Diesel,Manual,Second,22.32,1582,126.32,5,360000
Hyundai,2018,31000,Petrol,Automatic,First,17.4,1197,81.86,5,730000
Mahindra,2008,112000,Diesel,Manual,First,10.5,2609,120,9,450000
Maruti,2011,60000,Petrol,Manual,First,20.92,998,67.1,5,235000
Maruti,2009,40000,Petrol,Manual,First,16.1,796,37,4,130000
Maruti,2016,175000,Diesel,Manual,First,23.4,1248,74,5,450000
Maruti,2008,90000,Diesel,Manual,Second,17.8,1248,75,5,260000
Tata,2009,212000,Diesel,Manual,Third,11.57,2179,138.1,7,229999
Toyota,2013,80000,Diesel,Manual,First,12.99,2494,100,7,800000
Renault,2012,120000,Diesel,Manual,Second,21.8,1461,78,5,500000
Maruti,2000,70000,Petrol,Manual,Fourth,16.1,796,37,4,80000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Maruti,2016,20000,Petrol,Manual,First,23.95,998,67.05,5,325000
Maruti,2011,100000,Petrol,Manual,Second,19.7,796,46.3,5,130000
Ford,2010,120000,Petrol,Manual,Third,15.6,1196,70,5,229999
Maruti,2017,3564,Petrol,Manual,First,23.95,998,67.05,5,325000
Hyundai,2007,120000,Petrol,Manual,Second,17.8,1086,63,5,120000
Maruti,2014,40000,Diesel,Manual,First,25.2,1248,74,5,455000
Maruti,2012,72000,Petrol,Manual,Second,17.5,1197,85.8,5,350000
Maruti,2014,60000,Petrol,Manual,Second,22.74,796,47.3,5,196000
Mahindra,2017,29000,Petrol,Manual,First,18.15,1198,82,6,360000
Honda,2019,50000,Diesel,Manual,Second,21.9,1498,98.6,7,1100000
Maruti,2016,100000,Diesel,Manual,First,24.3,1248,88.5,5,850000
Maruti,2014,35000,Petrol,Manual,First,19.1,1197,85.8,5,487000
Renault,2017,38000,Petrol,Manual,First,23.01,999,67,5,325000
Maruti,2009,120000,Diesel,Manual,Second,19.3,1248,73.9,5,260000
Tata,2011,80000,Diesel,Manual,First,19.4,1405,70,5,350000
Skoda,2016,28182,Petrol,Automatic,First,14.3,1598,103.52,5,675000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Tata,2016,60000,Diesel,Manual,Second,17.88,1405,48.21,5,300000
Ford,2010,90000,Diesel,Manual,Second,20,1399,68,5,170000
Honda,2016,15000,Petrol,Manual,First,18.7,1199,88.7,5,526000
Maruti,2019,15000,Petrol,Manual,First,23.95,998,67.1,5,366000
Tata,2007,90000,Diesel,Manual,Third,23.57,1396,70,5,100000
Maruti,2010,155000,Petrol,Manual,Third,18.9,998,67.1,5,150000
Tata,2016,15000,Petrol,Manual,First,23.84,1199,84,5,350000
Volkswagen,2018,75000,Diesel,Automatic,First,21.5,1498,108.5,5,950000
Maruti,2010,35000,Petrol,Manual,First,19,998,67.1,5,200000
Tata,2017,110000,Diesel,Manual,First,24.7,1047,69,5,420000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Hyundai,2010,120000,Petrol,Manual,First,20.36,1197,78.9,5,180000
Maruti,2007,63000,Petrol,Automatic,Third,18.9,1061,67,5,80000
Toyota,2013,67000,Diesel,Manual,First,23.59,1364,67.1,5,450000
Maruti,2016,70000,Petrol,Manual,First,20.51,998,67.04,5,350000
Datsun,2016,42000,Petrol,Manual,First,20.63,1198,67,5,150000
Toyota,2010,250000,Diesel,Manual,Second,12.8,2494,102,7,750000
Maruti,2013,43000,Petrol,Manual,Second,19,998,67.1,5,235000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Mahindra,2009,170000,Diesel,Manual,Third,13.6,2523,63,7,300000
Maruti,2014,70000,Diesel,Manual,Second,22.9,1248,74,5,440000
Maruti,2011,175000,Diesel,Manual,Second,21.1,1248,73.9,5,170000
Maruti,2018,45000,Diesel,Manual,First,28.4,1248,74.02,5,700000
Hyundai,2014,40000,Petrol,Manual,First,21.1,814,55.2,5,250000
Datsun,2018,5000,Petrol,Manual,Second,20.63,1198,67,5,430000
Hyundai,2016,78000,Diesel,Manual,First,24,1186,73.97,5,409999
Maruti,2017,32500,Diesel,Manual,Second,28.4,1248,74.02,5,651000
Mahindra,2013,60000,Diesel,Manual,First,12.05,2179,120,8,600000
Tata,2018,25000,Petrol,Manual,First,23.84,1199,84,5,438999
Mahindra,2018,80000,Diesel,Manual,First,16.5,1493,70,7,890000
Ford,2016,35000,Diesel,Manual,Second,22.77,1498,98.59,5,825000
Tata,2011,10000,Petrol,Manual,Third,26,624,35,4,45000
Tata,2012,86000,Diesel,Manual,First,21.12,1248,88.8,5,310000
Toyota,2017,25538,Petrol,Manual,First,16.78,1496,88.73,5,625000
Hyundai,2019,10000,Petrol,Manual,First,17.19,1197,81.86,5,650000
Mahindra,2016,110000,Diesel,Manual,First,16,2179,140,7,1175000
Audi,2017,8000,Petrol,Automatic,First,16.6,1798,177.5,5,1689999
Maruti,2012,120000,Diesel,Manual,First,23.2,1248,73.94,5,229999
Honda,2008,60000,Petrol,Automatic,Third,20,1339,108.5,5,250000
Mahindra,2015,70000,Diesel,Manual,First,15.4,1997,120,7,800000
Honda,2019,35000,Petrol,Manual,First,17.5,1199,88.7,5,580000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
Maruti,2014,50000,Petrol,Manual,Second,19.1,1197,85.8,5,450000
Renault,2017,25000,Petrol,Manual,First,23.01,999,67,5,350000
Toyota,2014,300000,Diesel,Manual,Second,12.99,2494,100.6,7,700000
Honda,2017,41000,Petrol,Automatic,First,18,1497,117.6,5,795000
Tata,2014,45000,Diesel,Manual,First,19.1,1405,70,5,400000
Maruti,2013,90000,Diesel,Manual,Second,22.9,1248,74,5,409999
Tata,2012,12000,Petrol,Manual,First,16.84,1193,64.4,5,75000
Hyundai,2018,80000,Diesel,Manual,First,25.4,1186,73.97,5,570000
Renault,2018,30000,Petrol,Manual,First,25.17,799,53.3,5,350000
Ford,2014,101504,Diesel,Manual,First,22.7,1498,89.84,5,750000
Ford,2011,90000,Diesel,Manual,Third,20,1399,68,5,180000
Chevrolet,2013,80000,Diesel,Manual,First,22.1,1248,76.9,5,200000
Chevrolet,2014,80000,Petrol,Manual,First,13.7,1399,98.82,7,312000
Maruti,2015,50000,Diesel,Manual,First,26.59,1248,74,5,590000
Tata,2012,90000,Diesel,Manual,First,22.3,1248,74,5,200000
Force,2018,13000,Diesel,Manual,First,17,2200,139.01,7,1050000
Datsun,2016,50000,Petrol,Manual,First,19.44,1198,67,7,350000
Hyundai,2009,120000,Diesel,Manual,First,18.1,1493,110,5,280000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Maruti,2018,5000,Petrol,Automatic,Second,20.51,998,67,5,445000
Hyundai,2011,110000,Petrol,Manual,Third,20.36,1197,78.9,5,190000
Nissan,2011,43500,Petrol,Manual,Second,18.06,1198,75,5,200000
Mahindra,2016,14000,Petrol,Manual,Second,18.15,1198,82,6,400000
Hyundai,2012,97000,LPG,Manual,Third,19,1086,68.1,5,275000
Maruti,2017,52412,Petrol,Manual,First,18.9,998,67.1,5,340000
Renault,2017,20000,Petrol,Manual,First,23.01,999,67,5,330000
Hyundai,2016,10000,Petrol,Manual,First,18.9,1197,82,5,470000
Audi,2018,31800,Diesel,Automatic,First,17.01,1968,188,5,3975000
Renault,2016,60000,Petrol,Manual,Second,23.01,999,67,5,315000
Honda,2015,49800,Diesel,Manual,First,24.7,1498,98.63,5,425000
Toyota,2004,120000,Petrol,Manual,Second,13.4,1794,125,5,170000
Tata,2014,100000,Diesel,Manual,First,19.1,1405,70,5,280000
Skoda,2016,50000,Petrol,Manual,Third,15.41,1598,103.2,5,395000
Mahindra,2019,22000,Petrol,Manual,First,17,1197,110,5,1000000
Hyundai,2016,110000,Diesel,Manual,First,19.67,1582,126.2,5,900000
Maruti,2014,55000,Petrol,Manual,First,22.74,796,47.3,5,180000
Honda,2013,50000,Petrol,Automatic,First,11.7,2354,177.6,5,580000
Honda,2019,72000,Diesel,Manual,First,25.5,1498,98.6,5,1000000
Tata,2017,85000,Diesel,Manual,First,20.65,1248,88.7,5,400000
Maruti,2016,38000,Petrol,Manual,First,24.7,796,47.3,5,300000
Skoda,2016,11000,Petrol,Automatic,First,14.3,1598,103.5,5,645000
Volkswagen,2013,80000,Diesel,Manual,Second,19.33,1968,138.1,5,950000
Chevrolet,2009,80000,Diesel,Manual,Second,11.5,1991,147.9,7,260000
Mercedes,2016,31000,Diesel,Automatic,First,13,2143,204,5,2900000
Ford,2013,25000,Diesel,Manual,First,20,1399,68.1,5,250000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Maruti,2017,25000,CNG,Manual,First,21.94,1196,61.7,5,370000
Tata,2013,100000,Diesel,Manual,First,23.57,1396,70,5,250000
Maruti,2006,62900,Petrol,Manual,First,18.9,998,67.1,5,135000
Maruti,2014,64000,Diesel,Manual,Second,20.77,1248,88.8,7,680000
Hyundai,2008,120000,Diesel,Manual,Second,18.1,1493,110,5,150000
Maruti,2009,90000,Petrol,Manual,Third,19.7,796,46.3,5,170000
Maruti,2013,90000,Petrol,Manual,First,18.9,998,67.1,5,250000
Mercedes,2011,110000,Diesel,Automatic,Third,0,2987,165,5,1700000
Maruti,2015,52000,Petrol,Manual,First,23.95,998,67.05,5,250000
Volkswagen,2014,28100,Petrol,Automatic,First,0,1197,103.25,5,575000
Mahindra,2013,85036,Diesel,Manual,Second,15.1,2179,140,7,900000
Maruti,2009,120000,Diesel,Manual,Second,21.1,1248,73.9,5,200000
Maruti,2002,100000,Petrol,Manual,Fourth,17.3,993,60,5,60000
Maruti,2011,50000,Petrol,Manual,Second,19.7,796,46.3,5,215000
Maruti,2014,89100,Diesel,Manual,Second,23.2,1248,73.94,5,351000
Maruti,2013,58343,Petrol,Manual,First,21.79,998,67.05,5,225000
Maruti,2018,25000,Petrol,Manual,First,21.21,1197,81.8,5,600000
Maruti,2013,105000,Diesel,Manual,Third,23.4,1248,74,5,480000
Mahindra,2009,150000,Diesel,Manual,Second,13.6,2523,63,7,270000
Mitsubishi,2000,280000,Diesel,Manual,Second,14.8,1998,68,5,150000
Tata,2016,120000,Diesel,Manual,First,14.1,2179,147.94,5,900000
Hyundai,2008,55000,Petrol,Manual,Second,13.9,1599,103.2,5,114999
Hyundai,2018,35000,Diesel,Manual,First,22.54,1396,88.73,5,780000
Tata,2004,248200,Diesel,Manual,Second,16.1,1405,70,5,80000
Ford,2017,62960,Diesel,Manual,First,25.83,1498,99,5,500000
Honda,2017,52000,Petrol,Automatic,First,12,2354,187.4,5,1650000
Toyota,2018,50000,Diesel,Manual,First,14.24,2755,174.5,7,3200000
Hyundai,2013,64000,Diesel,Automatic,First,14.62,1498,113.42,5,650000
Maruti,2012,76000,Petrol,Manual,First,16.1,796,37,4,150000
Ford,2009,60000,Petrol,Manual,Third,15.3,1596,101,5,210000
Mahindra,2014,70000,Diesel,Manual,First,15.96,2523,62.1,7,550000
Maruti,2003,90000,Petrol,Manual,Fourth,16.1,796,37,4,45000
Nissan,2012,9000,Petrol,Manual,First,16.95,1498,97.7,5,450000
Mahindra,2018,12000,Diesel,Manual,First,16.55,2498,105,6,900000
Hyundai,2014,25000,Petrol,Manual,First,21.1,814,55.2,5,250000
Maruti,2018,30000,Petrol,Automatic,First,20.51,998,67,5,472000
Toyota,2016,40000,Petrol,Automatic,First,10.75,2694,163.7,7,2100000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
Ford,2011,93500,Diesel,Manual,Second,18.6,1388,67,5,350000
Mahindra,2008,136500,Diesel,Manual,Fourth,12.7,2609,120,8,375000
Hyundai,2018,38426,Petrol,Manual,First,17.19,1197,81.86,5,620000
Volkswagen,2015,110000,Diesel,Manual,Second,20.14,1498,88.8,5,520000
Hyundai,2014,70000,Petrol,Manual,First,17.1,1591,121.3,5,500000
Mahindra,2014,100000,Diesel,Manual,First,15.96,2523,62.1,7,500000
Maruti,2010,20000,Petrol,Manual,First,21.1,1197,85.8,5,220000
Mahindra,2015,30000,Diesel,Manual,First,15.96,2523,62.1,7,550000
Maruti,2012,110000,Diesel,Manual,Second,19.3,1248,73.9,5,430000
Maruti,2016,45000,Petrol,Manual,First,21.4,1197,83.1,5,550000
Honda,2008,100000,Petrol,Manual,Third,13.5,1799,130,5,375000
Hyundai,2018,11000,Petrol,Manual,First,15.8,1591,121.3,5,1220000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
Maruti,2010,80000,Petrol,Manual,Second,20.92,998,67.1,5,240000
Hyundai,2016,40000,Petrol,Manual,First,18.6,1197,81.83,5,590000
Maruti,2007,120000,Petrol,Manual,Third,19.7,796,46.3,5,85000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Maruti,2016,64000,Petrol,Manual,First,20.4,1197,81.8,5,450000
Maruti,2016,110000,Diesel,Manual,First,24.3,1248,88.5,5,610000
Ford,2018,90000,Petrol,Manual,First,17,1497,121.36,5,850000
Mahindra,2014,110000,Diesel,Manual,First,20.8,1461,65,5,250000
Hyundai,2019,30000,Petrol,Manual,First,20.3,1086,68,5,458000
Maruti,2015,54723,Diesel,Manual,First,25.2,1248,74,5,470000
Tata,2018,15000,Petrol,Manual,First,17,1198,108.5,5,750000
Volkswagen,2017,18816,Petrol,Manual,First,17,1198,73.75,5,650000
Maruti,2018,30000,Petrol,Manual,First,24.7,796,47.3,5,300000
Maruti,2019,35000,Diesel,Automatic,First,24.3,1248,88.5,5,860000
Mahindra,2014,120000,Diesel,Manual,First,15.1,2179,140,7,850000
Datsun,2016,42000,Petrol,Manual,First,20.63,1198,67,5,150000
Skoda,2019,10000,Petrol,Automatic,First,14.84,1598,103.2,5,835000
Toyota,2018,13534,Petrol,Manual,First,14.28,1798,138.03,5,1400000
Hyundai,2015,60000,Petrol,Manual,First,18.6,1197,81.83,5,450000
Nissan,2013,120000,Diesel,Manual,First,21.64,1461,84.8,5,350000
Maruti,2005,100000,Petrol,Manual,Fourth,19.7,796,46.3,5,90000
Hyundai,2010,106000,Petrol,Manual,Third,20.36,1197,78.9,5,150000
Renault,2019,5000,Petrol,Manual,First,20,999,72,7,650000
Chevrolet,2013,80000,Diesel,Manual,First,22.1,1248,76.9,5,200000
Chevrolet,2013,70000,Petrol,Manual,First,18.6,1199,79.4,5,200000
Tata,2011,148000,Diesel,Manual,Second,21.12,1248,88.8,5,149000
Chevrolet,2011,40000,Diesel,Manual,First,18.3,1991,147.9,5,300000
Tata,2013,80000,Diesel,Manual,First,19.09,1405,69.01,5,250000
Maruti,2016,78000,Diesel,Manual,First,27.39,1248,74,5,700000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Fiat,2009,110000,Petrol,Manual,Second,15.7,1172,67,5,140000
Mahindra,2008,110000,Diesel,Manual,Third,10.5,2609,120,7,250000
Maruti,2013,67082,Petrol,Manual,Second,21.21,1197,81.8,5,371000
Tata,2010,50000,Petrol,Manual,Third,26,624,35,4,55000
Ford,2019,3177,Petrol,Manual,First,18.5,1194,94.93,5,700000
Maruti,2014,60000,Petrol,Manual,Second,20.51,998,67.04,5,300000
Mahindra,2015,65000,Diesel,Manual,First,15.96,2523,62.1,7,509999
Tata,2017,80000,Diesel,Manual,First,27.28,1047,69,5,450000
Hyundai,2016,154000,Diesel,Manual,First,19.67,1582,126.2,5,1150000
Honda,2009,68600,Petrol,Manual,Third,17,1497,118,5,250000
Hyundai,2014,35000,Petrol,Manual,First,21.1,814,55.2,5,225000
Volkswagen,2016,70000,Diesel,Manual,First,20.14,1498,88,5,550000
Mahindra,2012,40000,Diesel,Manual,First,15.1,2179,140,7,800000
Maruti,2010,175000,Diesel,Manual,Third,17.8,1248,75,5,305000
Hyundai,2015,40000,Petrol,Manual,First,18.9,1197,82,5,500000
Hyundai,2016,60000,Diesel,Manual,Second,22.54,1396,88.73,5,595000
Mahindra,2018,40000,Diesel,Manual,First,16,2179,138,7,1350000
Renault,2015,10000,Petrol,Manual,First,25.17,799,53.3,5,300000
Maruti,2018,25000,Diesel,Manual,First,24.3,1248,88.5,5,950000
Hyundai,2010,59734,Petrol,Automatic,First,16.95,1197,78.9,5,258000
Maruti,2013,67000,Petrol,Manual,First,19.1,1197,85.8,5,450000
Honda,2017,25000,Petrol,Manual,Second,17.5,1199,88.7,5,675000
Hyundai,2011,60000,Petrol,Manual,First,16.2,1599,103.2,5,400000
Tata,2008,40000,Petrol,Manual,Fourth,12.85,1396,99.6,5,135000
Ford,2015,25000,Petrol,Manual,First,15.85,1499,110.4,5,700000
Maruti,2017,107000,Diesel,Manual,First,28.4,1248,74.02,5,620000
Maruti,2009,50000,Petrol,Manual,Second,18.9,1061,67,5,135000
Maruti,2008,89000,Petrol,Manual,Second,15.6,1586,104.68,5,150000
Volkswagen,2011,134000,Diesel,Manual,Second,22.07,1199,73.9,5,325000
Mahindra,2012,70000,Diesel,Manual,Second,20.8,1461,65,5,254999
Volvo,2018,2000,Diesel,Automatic,First,16.8,1984,150,5,2475000
Mercedes,2017,23000,Diesel,Automatic,First,17.9,2143,136,5,2700000
Volvo,2018,2000,Diesel,Automatic,First,16.8,1984,150,5,2475000
Jeep,2019,10000,Petrol,Manual,First,16,1368,160,5,1520000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Maruti,2014,100000,Petrol,Manual,Third,19.1,1197,85.8,5,450000
Toyota,2013,110000,Diesel,Manual,Second,12.99,2494,100,8,850000
Volkswagen,2019,2000,Petrol,Manual,First,16.2,1199,74,5,635000
Mahindra,2016,40000,Petrol,Manual,First,18.15,1198,82,5,400000
Maruti,2017,60000,CNG,Manual,First,26.6,998,58.16,5,350000
Mahindra,2012,120000,Diesel,Manual,First,12.05,2179,120,8,750000
Mahindra,2018,31000,Diesel,Manual,First,25.32,1198,77,6,420000
Mahindra,2016,120000,Diesel,Manual,First,15.96,2523,62.1,9,550000
Mahindra,2013,120000,Diesel,Manual,First,12.05,2179,120,9,484999
Hyundai,2017,49000,Diesel,Manual,First,25.4,1186,73.97,5,550000
Hyundai,2011,80000,Diesel,Manual,Second,22.32,1582,126.32,5,360000
Maruti,2016,40000,Diesel,Manual,Second,26.59,1248,74,5,525000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Tata,2013,30000,Diesel,Manual,First,19.09,1396,69,5,250000
Toyota,2009,71000,Petrol,Automatic,First,12.1,2362,164.7,5,450000
Maruti,2005,40000,Petrol,Manual,Second,19.7,796,46.3,5,80000
Ford,2011,80000,Diesel,Manual,Third,20,1399,68,5,155000
Renault,2019,6500,Petrol,Manual,First,20,999,72,7,700000
Ford,2017,76139,Diesel,Manual,First,23,1498,98.96,5,850000
Honda,2019,40000,Diesel,Automatic,First,23.8,1498,78.9,5,700000
Ford,2012,100000,Diesel,Manual,Second,20,1399,68,5,220000
Ford,2017,37000,Diesel,Manual,First,23,1498,98.96,5,750000
Hyundai,2019,15000,Petrol,Manual,First,20.14,1197,81.86,5,570000
Mahindra,2014,76000,Diesel,Manual,First,15.96,2523,62.1,9,550000
Hyundai,2017,14000,Diesel,Manual,First,22.54,1396,88.73,5,800000
Ford,2017,15000,Petrol,Manual,First,18.16,1196,86.8,5,500000
Nissan,2015,70000,Diesel,Manual,First,19.01,1461,108.5,5,750000
Mahindra,2016,100000,Petrol,Manual,Second,18.15,1198,82,5,350000
Nissan,2018,48000,Diesel,Manual,First,19.87,1461,83.14,5,850000
Toyota,2008,219000,Diesel,Manual,Second,12.8,2494,102,8,500000
Maruti,2016,20000,Petrol,Manual,First,22.74,796,47.3,5,250000
Volkswagen,2011,100000,Diesel,Manual,Second,20.54,1598,103.6,5,370000
Mahindra,2014,65000,Diesel,Manual,Second,15.96,2523,62.1,7,650000
Hyundai,2016,40000,Diesel,Manual,First,21.19,1396,88.73,5,750000
Ford,2019,40000,Diesel,Manual,First,23,1498,98.96,5,869999
Maruti,2008,70000,Petrol,Manual,Fourth,17.5,1298,85.8,5,250000
Tata,2008,120000,Diesel,Manual,Fourth,11.57,2179,138.1,7,150000
Chevrolet,2011,250000,Diesel,Manual,Second,14.8,2499,80,7,650000
Tata,2011,85000,Diesel,Manual,Second,18,1248,75,5,125000
Datsun,2018,50000,Petrol,Manual,First,22.7,799,53.64,5,280000
Toyota,2015,91000,Diesel,Automatic,Second,12.55,2982,168.5,7,1650000
Maruti,2015,24000,Petrol,Manual,First,23.95,998,67.05,5,300000
Hyundai,2017,60000,Diesel,Automatic,Second,17.01,1582,126.2,5,1000000
Maruti,2013,120000,Diesel,Manual,Second,23.4,1248,74,5,530000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Maruti,2011,35000,Petrol,Manual,First,19.7,796,46.3,5,220000
Maruti,2016,70000,Petrol,Manual,First,23.95,998,67.05,5,298000
Isuzu,2019,30000,Diesel,Automatic,First,12.4,1999,147.9,5,1900000
Renault,2018,30000,Petrol,Manual,First,25.17,799,53.3,5,335000
Maruti,2014,30000,Petrol,Manual,Second,22.74,796,47.3,5,229999
Maruti,2020,5000,Petrol,Automatic,First,20.89,1197,81.8,5,600000
Honda,2017,15000,Petrol,Manual,First,17.5,1199,88.7,5,700000
Maruti,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,180000
Ford,2018,17000,Diesel,Manual,First,23,1498,98.96,5,750000
Maruti,2016,50000,Petrol,Manual,First,22.74,796,47.3,5,240000
Maruti,2014,80000,Diesel,Manual,First,23.4,1248,74,5,450000
Maruti,2017,60000,Diesel,Manual,First,28.4,1248,74.02,5,699000
Hyundai,2016,25000,Petrol,Manual,First,18.9,1197,82,5,412000
